Node,Agent,ConstraintRatio,MaxTimeGap,Solver,Iteration,Tours,Cost,Time[s],Bound
5,10,1.0,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",73.0,0.006186485290527344,8.0
5,10,0.75,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",90.0,0.005452871322631836,2.5
5,10,0.75,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",114.0,0.005360126495361328,11.0
5,10,0.75,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",109.0,0.005745410919189453,5.5
5,10,0.5,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",96.0,0.004953622817993164,3.5
5,10,0.5,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",133.0,0.00480341911315918,15.0
5,10,0.5,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",100.0,0.005345344543457031,45.0
5,10,0.25,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",115.0,0.004802227020263672,44.5
5,10,0.25,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",126.0,0.004795074462890625,34.5
5,10,0.25,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",117.0,0.005164384841918945,-1
5,20,1.0,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",108.0,0.005460977554321289,2.5
5,20,1.0,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",94.0,0.005530357360839844,1.0
5,20,1.0,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",73.0,0.0071086883544921875,8.0
5,20,0.75,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",90.0,0.0055997371673583984,2.5
5,20,0.75,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",114.0,0.005506277084350586,11.0
5,20,0.75,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",109.0,0.005639791488647461,5.5
5,20,0.5,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",96.0,0.005005598068237305,3.5
5,20,0.5,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",133.0,0.004914760589599609,15.0
5,20,0.5,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",100.0,0.005442619323730469,45.0
5,20,0.25,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",115.0,0.004703044891357422,44.5
5,20,0.25,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",126.0,0.004952907562255859,34.5
5,20,0.25,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",117.0,0.0051422119140625,-1
5,30,1.0,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",108.0,0.0053882598876953125,2.5
5,30,1.0,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",94.0,0.005743980407714844,1.0
5,30,1.0,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",73.0,0.005383491516113281,8.0
5,30,0.75,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",90.0,0.005441904067993164,2.5
5,30,0.75,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",114.0,0.00533747673034668,11.0
5,30,0.75,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",109.0,0.005293369293212891,5.5
5,30,0.5,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",96.0,0.004723310470581055,3.5
5,30,0.5,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",133.0,0.0048754215240478516,15.0
5,30,0.5,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",100.0,0.005324125289916992,45.0
5,30,0.25,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",115.0,0.004671573638916016,44.5
5,30,0.25,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",126.0,0.00457763671875,34.5
5,30,0.25,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",117.0,0.004925251007080078,-1
5,40,1.0,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",108.0,0.005375862121582031,2.5
5,40,1.0,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",94.0,0.005348920822143555,1.0
5,40,1.0,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",73.0,0.005295276641845703,8.0
5,40,0.75,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",90.0,0.005282878875732422,2.5
5,40,0.75,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",114.0,0.005301952362060547,11.0
5,40,0.75,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",109.0,0.005615234375,5.5
5,40,0.5,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",96.0,0.004752159118652344,3.5
5,40,0.5,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",133.0,0.004677534103393555,15.0
5,40,0.5,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",100.0,0.00519561767578125,45.0
5,40,0.25,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",115.0,0.0046045780181884766,44.5
5,40,0.25,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",126.0,0.0045583248138427734,34.5
5,40,0.25,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0]]",117.0,0.004979133605957031,-1
10,2,1.0,10,milp,1,"[[0, 8, 3, 10, 4, 2, 0], [0, 9, 1, 7, 5, 6, 0]]",191.0,0.031109333038330078,1.0
10,2,1.0,30,milp,1,"[[0, 2, 4, 3, 5, 0], [0, 7, 6, 8, 9, 1, 10, 0]]",266.0,0.026755571365356445,2.0
10,2,1.0,50,milp,1,"[[0, 3, 7, 4, 2, 6, 0], [0, 10, 1, 9, 8, 5, 0]]",199.99999999999994,0.030086278915405273,1.0
10,2,0.75,10,milp,1,"[[0, 3, 7, 4, 2, 8, 0], [0, 9, 10, 6, 1, 5, 0]]",244.0,0.0330805778503418,1.0
10,2,0.75,30,milp,1,"[[0, 1, 10, 3, 6, 2, 4, 0], [0, 5, 7, 9, 8, 0]]",231.99999999999997,0.03274250030517578,1.0
10,2,0.75,50,milp,1,"[[0, 6, 5, 10, 2, 0], [0, 9, 3, 8, 7, 4, 1, 0]]",189.99999999999997,0.02845621109008789,3.1
10,2,0.5,10,milp,1,"[[0, 5, 3, 2, 8, 7, 10, 0], [0, 6, 1, 9, 4, 0]]",221.0,0.030017852783203125,0.25
10,2,0.5,30,milp,1,"[[0, 4, 8, 2, 5, 0], [0, 10, 7, 6, 1, 3, 9, 0]]",203.0,0.03001570701599121,3.5
10,2,0.5,50,milp,1,"[[0, 8, 5, 2, 9, 6, 0], [0, 10, 7, 1, 3, 4, 0]]",243.0,0.02763509750366211,2.0
10,2,0.25,10,milp,1,"[[0, 1, 9, 3, 4, 6, 10, 0], [0, 5, 7, 2, 8, 0]]",176.0,0.031678199768066406,3.0
10,2,0.25,30,milp,1,"[[0, 1, 6, 9, 2, 10, 7, 5, 0], [0, 3, 8, 4, 0]]",159.0,0.0789952278137207,0.8333333333333333
10,2,0.25,50,milp,1,"[[0, 4, 8, 3, 0], [0, 7, 2, 1, 6, 10, 9, 5, 0]]",182.99999999999966,0.14630866050720215,6.0
10,10,1.0,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",191.0,0.011188030242919922,2.0
10,10,1.0,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",266.0,0.011188745498657227,4.5
10,10,1.0,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",200.0,0.011309146881103516,1.0
10,10,0.75,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",244.0,0.010823488235473633,4.0
10,10,0.75,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",232.0,0.010932207107543945,1.0
10,10,0.75,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",190.0,0.01092386245727539,21.0
10,10,0.5,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",221.0,0.010759353637695312,2.5
10,10,0.5,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",203.0,0.01049947738647461,12.5
10,10,0.5,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",243.0,0.010894536972045898,2.0
10,10,0.25,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",176.0,0.010172605514526367,3.5
10,10,0.25,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",159.0,0.01021265983581543,4.0
10,10,0.25,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",183.0,0.010716915130615234,6.0
10,20,1.0,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",191.0,0.01088571548461914,2.0
10,20,1.0,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",266.0,0.011204719543457031,4.5
10,20,1.0,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",200.0,0.011154413223266602,1.0
10,20,0.75,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",244.0,0.010881662368774414,4.0
10,20,0.75,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",232.0,0.011050939559936523,1.0
10,20,0.75,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",190.0,0.011004209518432617,21.0
10,20,0.5,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",221.0,0.010688066482543945,2.5
10,20,0.5,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",203.0,0.010601043701171875,12.5
10,20,0.5,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",243.0,0.010576725006103516,2.0
10,20,0.25,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",176.0,0.010051488876342773,3.5
10,20,0.25,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",159.0,0.010503053665161133,4.0
10,20,0.25,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",183.0,0.00967097282409668,6.0
10,30,1.0,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",191.0,0.010742425918579102,2.0
10,30,1.0,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",266.0,0.010887622833251953,4.5
10,30,1.0,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",200.0,0.010737895965576172,1.0
10,30,0.75,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",244.0,0.010476827621459961,4.0
10,30,0.75,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",232.0,0.010454177856445312,1.0
10,30,0.75,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",190.0,0.010823249816894531,21.0
10,30,0.5,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",221.0,0.010561227798461914,2.5
10,30,0.5,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",203.0,0.010469913482666016,12.5
10,30,0.5,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",243.0,0.010333538055419922,2.0
10,30,0.25,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",176.0,0.009872913360595703,3.5
10,30,0.25,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",159.0,0.00991678237915039,4.0
10,30,0.25,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",183.0,0.010265350341796875,6.0
10,40,1.0,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",191.0,0.010744094848632812,2.0
10,40,1.0,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",266.0,0.010877370834350586,4.5
10,40,1.0,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",200.0,0.011127948760986328,1.0
10,40,0.75,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",244.0,0.011053085327148438,4.0
10,40,0.75,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",232.0,0.010915279388427734,1.0
10,40,0.75,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",190.0,0.010761022567749023,21.0
10,40,0.5,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",221.0,0.010325193405151367,2.5
10,40,0.5,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",203.0,0.010254621505737305,12.5
10,40,0.5,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",243.0,0.010179996490478516,2.0
10,40,0.25,10,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",176.0,0.009801626205444336,3.5
10,40,0.25,30,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",159.0,0.009900569915771484,4.0
10,40,0.25,50,milp,1,"[[0, 1, 0], [0, 2, 0], [0, 3, 0], [0, 4, 0], [0, 5, 0], [0, 6, 0], [0, 7, 0], [0, 8, 0], [0, 9, 0], [0, 10, 0]]",183.0,0.009835481643676758,6.0
20,2,1.0,10,milp,1,"[[0, 4, 16, 10, 3, 6, 19, 15, 13, 9, 0], [0, 5, 8, 1, 14, 12, 11, 17, 18, 20, 7, 2, 0]]",373.0,0.09403252601623535,0.75
20,2,1.0,30,milp,1,"[[0, 3, 2, 15, 14, 20, 9, 16, 5, 19, 7, 12, 17, 0], [0, 8, 13, 4, 18, 10, 6, 1, 11, 0]]",461.0,0.09307336807250977,0.8333333333333286
20,2,1.0,50,milp,1,"[[0, 2, 13, 8, 3, 16, 5, 1, 10, 18, 0], [0, 4, 19, 6, 11, 20, 12, 9, 15, 7, 14, 17, 0]]",377.99999999999994,0.09411978721618652,1.5
20,2,0.75,10,milp,1,"[[0, 1, 3, 7, 4, 16, 14, 2, 15, 11, 12, 0], [0, 5, 18, 9, 10, 19, 17, 8, 20, 13, 6, 0]]",407.9999999999999,0.09523797035217285,1.3333333333333321
20,2,0.75,30,milp,1,"[[0, 14, 12, 11, 5, 13, 9, 1, 0], [0, 17, 3, 15, 6, 16, 20, 4, 2, 10, 8, 19, 7, 18, 0]]",442.0,0.09444832801818848,2.25
20,2,0.75,50,milp,1,"[[0, 13, 12, 15, 14, 11, 9, 4, 20, 18, 6, 0], [0, 19, 3, 8, 1, 17, 5, 7, 10, 2, 16, 0]]",410.0,0.0940546989440918,0.6666666666666666
20,2,0.5,10,milp,1,"[[0, 15, 2, 4, 9, 18, 3, 12, 7, 6, 0], [0, 17, 8, 5, 16, 11, 10, 1, 13, 14, 19, 0]]",421.0,0.09416651725769043,1.25
20,2,0.5,30,milp,1,"[[0, 6, 19, 3, 1, 15, 5, 11, 16, 0], [0, 17, 4, 7, 2, 9, 18, 14, 20, 10, 12, 8, 13, 0]]",455.0,0.1083974838256836,2.1666666666666643
20,2,0.5,50,milp,1,"[[0, 13, 6, 5, 16, 3, 18, 2, 10, 0], [0, 17, 20, 1, 4, 14, 7, 9, 15, 11, 19, 8, 12, 0]]",382.0,0.09973883628845215,1.25
20,2,0.25,10,milp,1,"[[0, 10, 6, 18, 16, 9, 3, 20, 7, 19, 11, 1, 0], [0, 14, 2, 12, 13, 15, 5, 17, 4, 8, 0]]",456.0,0.07194852828979492,0.625
20,2,0.25,30,milp,1,"[[0, 1, 14, 8, 16, 19, 20, 3, 6, 10, 12, 5, 15, 0], [0, 17, 11, 13, 18, 9, 2, 7, 4, 0]]",397.0,0.09140467643737793,1.5714285714285714
20,2,0.25,50,milp,1,"[[0, 1, 2, 4, 5, 13, 9, 3, 16, 8, 0], [0, 14, 20, 18, 7, 6, 15, 12, 10, 19, 17, 11, 0]]",398.0,0.4492518901824951,0.5
20,10,1.0,10,milp,1,"[[0, 3, 0], [0, 4, 18, 0], [0, 5, 1, 0], [0, 6, 13, 0], [0, 8, 10, 17, 0], [0, 12, 2, 0], [0, 14, 11, 7, 0], [0, 15, 9, 0], [0, 16, 20, 0], [0, 19, 0]]",373.0,0.09029841423034668,3.5
20,10,1.0,30,milp,1,"[[0, 2, 4, 20, 0], [0, 3, 11, 0], [0, 8, 1, 0], [0, 9, 6, 5, 0], [0, 13, 10, 0], [0, 14, 12, 17, 0], [0, 15, 7, 0], [0, 16, 0], [0, 18, 0], [0, 19, 0]]",461.0,0.09037971496582031,3.333333333333332
20,10,1.0,50,milp,1,"[[0, 2, 11, 16, 0], [0, 3, 1, 15, 10, 17, 0], [0, 4, 0], [0, 6, 5, 0], [0, 8, 9, 14, 0], [0, 12, 7, 0], [0, 13, 0], [0, 18, 0], [0, 19, 0], [0, 20, 0]]",378.0,0.08928775787353516,5.0
20,10,0.75,10,milp,1,"[[0, 1, 16, 0], [0, 3, 0], [0, 4, 17, 0], [0, 5, 0], [0, 7, 11, 0], [0, 10, 2, 0], [0, 14, 13, 0], [0, 15, 20, 12, 0], [0, 18, 9, 0], [0, 19, 8, 6, 0]]",407.9999999999999,0.09824633598327637,2.75
20,10,0.75,30,milp,1,"[[0, 3, 0], [0, 4, 0], [0, 5, 1, 0], [0, 6, 0], [0, 11, 2, 0], [0, 12, 19, 7, 0], [0, 13, 9, 0], [0, 14, 10, 0], [0, 15, 16, 20, 18, 0], [0, 17, 8, 0]]",442.0,0.08925604820251465,6.25
