Node,Agent,ConstraintRatio,MaxTimeGap,Solver,Iteration,Tours,Cost,Time[s]
5,1,0.75,30,ortools,3,"[[0, 3, 2, 4, 1, 5, 0]]",168,0.003197193145751953
5,1,0.75,30,ortools,4,"[[0, 1, 3, 2, 4, 5, 0]]",120,0.002696514129638672
5,1,0.75,30,ortools,5,"[[0, 4, 3, 1, 5, 2, 0]]",84,0.0033354759216308594
5,1,0.75,50,milp,1,"[[0, 3, 1, 2, 4, 5, 0]]",87.99999999999999,0.010457754135131836
5,1,0.75,50,milp,2,"[[0, 3, 2, 5, 4, 1, 0]]",57.99999999999997,0.011227846145629883
5,1,0.75,50,milp,3,"[[0, 1, 3, 2, 4, 5, 0]]",84.0,0.010037660598754883
5,1,0.75,50,milp,4,"[[0, 4, 2, 1, 5, 3, 0]]",104.0,0.010109186172485352
5,1,0.75,50,milp,5,"[[0, 1, 3, 2, 5, 4, 0]]",68.0,0.013942241668701172
5,1,0.75,50,ortools,1,"[[0, 3, 1, 2, 4, 5, 0]]",162,0.0029675960540771484
5,1,0.75,50,ortools,2,"[[0, 3, 2, 5, 4, 1, 0]]",114,0.0020096302032470703
5,1,0.75,50,ortools,3,"[[0, 1, 3, 2, 5, 4, 0]]",162,0.0031354427337646484
5,1,0.75,50,ortools,4,"[[0, 4, 2, 1, 5, 3, 0]]",174,0.0035715103149414062
5,1,0.75,50,ortools,5,"[[0, 1, 3, 2, 5, 4, 0]]",138,0.0018770694732666016
5,1,0.5,10,milp,1,"[[0, 4, 2, 1, 5, 3, 0]]",74.0,0.009725093841552734
5,1,0.5,10,milp,2,"[[0, 2, 4, 3, 5, 1, 0]]",72.0,0.00991678237915039
5,1,0.5,10,milp,3,"[[0, 5, 1, 3, 4, 2, 0]]",93.99999999999997,0.009705781936645508
5,1,0.5,10,milp,4,"[[0, 2, 4, 1, 3, 5, 0]]",91.99999999999994,0.011094093322753906
5,1,0.5,10,milp,5,"[[0, 5, 1, 3, 2, 4, 0]]",100.0,0.01017308235168457
5,1,0.5,10,ortools,1,"[[0, 4, 2, 1, 5, 3, 0]]",162,0.003920793533325195
5,1,0.5,10,ortools,2,"[[0, 2, 4, 3, 5, 1, 0]]",156,0.002457857131958008
5,1,0.5,10,ortools,3,"[[0, 5, 1, 3, 4, 2, 0]]",150,0.002366781234741211
5,1,0.5,10,ortools,4,"[[0, 2, 4, 1, 3, 5, 0]]",150,0.0030002593994140625
5,1,0.5,10,ortools,5,"[[0, 5, 1, 3, 2, 4, 0]]",138,0.003378629684448242
5,1,0.5,30,milp,1,"[[0, 2, 4, 1, 5, 3, 0]]",80.0,0.010184288024902344
5,1,0.5,30,milp,2,"[[0, 3, 5, 4, 2, 1, 0]]",54.0,0.015244007110595703
5,1,0.5,30,milp,3,"[[0, 5, 1, 3, 2, 4, 0]]",111.99999999999997,0.01070094108581543
5,1,0.5,30,milp,4,"[[0, 4, 5, 3, 2, 1, 0]]",61.99999999999993,0.011490821838378906
5,1,0.5,30,milp,5,"[[0, 3, 4, 5, 2, 1, 0]]",71.0,0.011685848236083984
5,1,0.5,30,ortools,1,"[[0, 2, 4, 1, 5, 3, 0]]",156,0.003917217254638672
5,1,0.5,30,ortools,2,"[[0, 3, 5, 4, 2, 1, 0]]",126,0.002869129180908203
5,1,0.5,30,ortools,3,"[[0, 5, 1, 3, 2, 4, 0]]",162,0.006547451019287109
5,1,0.5,30,ortools,4,"[[0, 4, 5, 3, 2, 1, 0]]",126,0.0036170482635498047
5,1,0.5,30,ortools,5,"[[0, 3, 4, 5, 2, 1, 0]]",156,0.03805279731750488
5,1,0.5,50,milp,1,"[[0, 1, 4, 5, 3, 2, 0]]",80.0,0.011118888854980469
5,1,0.5,50,milp,2,"[[0, 3, 2, 4, 5, 1, 0]]",71.9999999999995,0.012914896011352539
5,1,0.5,50,milp,3,"[[0, 1, 3, 4, 2, 5, 0]]",86.0,0.010704517364501953
5,1,0.5,50,milp,4,"[[0, 1, 4, 5, 3, 2, 0]]",72.0,0.012607097625732422
5,1,0.5,50,milp,5,"[[0, 5, 1, 2, 4, 3, 0]]",122.0,0.01103067398071289
5,1,0.5,50,ortools,1,"[[0, 1, 4, 5, 3, 2, 0]]",150,0.01639080047607422
5,1,0.5,50,ortools,2,"[[0, 3, 2, 4, 5, 1, 0]]",168,0.002516031265258789
5,1,0.5,50,ortools,3,"[[0, 1, 3, 4, 2, 5, 0]]",100,0.02536153793334961
5,1,0.5,50,ortools,4,"[[0, 1, 4, 5, 3, 2, 0]]",156,0.002526998519897461
5,1,0.5,50,ortools,5,"[[0, 5, 1, 2, 4, 3, 0]]",186,0.004553556442260742
5,1,0.25,10,milp,1,"[[0, 2, 3, 1, 5, 4, 0]]",63.99999999999968,0.013446331024169922
5,1,0.25,10,milp,2,"[[0, 1, 5, 4, 3, 2, 0]]",60.0,0.014959573745727539
5,1,0.25,10,milp,3,"[[0, 4, 5, 1, 3, 2, 0]]",74.0,0.013189077377319336
5,1,0.25,10,milp,4,"[[0, 2, 4, 3, 1, 5, 0]]",65.0,0.011595487594604492
5,1,0.25,10,milp,5,"[[0, 1, 2, 5, 3, 4, 0]]",102.0,0.012017011642456055
5,1,0.25,10,ortools,1,"[[0, 2, 3, 1, 4, 5, 0]]",90,0.003559589385986328
5,1,0.25,10,ortools,2,"[[0, 1, 5, 4, 3, 2, 0]]",132,0.002080678939819336
5,1,0.25,10,ortools,3,"[[0, 2, 4, 5, 1, 3, 0]]",150,0.00269317626953125
5,1,0.25,10,ortools,4,"[[0, 2, 4, 3, 1, 5, 0]]",66,0.008843660354614258
5,1,0.25,10,ortools,5,"[[0, 1, 3, 2, 5, 4, 0]]",118,0.304304838180542
5,1,0.25,30,milp,1,"[[0, 3, 5, 4, 1, 2, 0]]",62.0,0.01325535774230957
5,1,0.25,30,milp,2,"[[0, 2, 5, 3, 4, 1, 0]]",65.9999999999998,0.01430368423461914
5,1,0.25,30,milp,3,"[[0, 4, 3, 1, 2, 5, 0]]",85.99999999999963,0.014235258102416992
5,1,0.25,30,milp,4,"[[0, 3, 1, 5, 4, 2, 0]]",77.0,0.017673015594482422
5,1,0.25,30,milp,5,"[[0, 3, 4, 1, 5, 2, 0]]",80.0,0.011754274368286133
5,1,0.25,30,ortools,1,"[[0, 3, 5, 4, 1, 2, 0]]",162,0.002984762191772461
5,1,0.25,30,ortools,2,"[[0, 2, 5, 3, 4, 1, 0]]",126,0.0020904541015625
5,1,0.25,30,ortools,3,"[[0, 4, 2, 1, 5, 3, 0]]",100,0.004898548126220703
5,1,0.25,30,ortools,4,"[[0, 3, 1, 4, 5, 2, 0]]",80,0.005383729934692383
5,1,0.25,30,ortools,5,"[[0, 3, 4, 1, 5, 2, 0]]",174,0.003295421600341797
5,1,0.25,50,milp,1,"[[0, 3, 1, 4, 5, 2, 0]]",82.0,0.012247323989868164
5,1,0.25,50,milp,2,"[[0, 2, 4, 3, 1, 0]]",57.0,0.009136676788330078
5,1,0.25,50,milp,3,"[[0, 1, 3, 2, 5, 4, 0]]",59.99999999389979,0.015479087829589844
5,1,0.25,50,milp,4,"[[0, 4, 1, 5, 2, 3, 0]]",108.0,0.01112222671508789
5,1,0.25,50,milp,5,"[[0, 3, 2, 5, 4, 1, 0]]",62.0,0.014797449111938477
5,1,0.25,50,ortools,1,"[[0, 4, 3, 2, 1, 5, 0]]",104,0.004988908767700195
5,1,0.25,50,ortools,2,"[[0, 2, 4, 3, 1, 0]]",57,0.0018606185913085938
5,1,0.25,50,ortools,3,"[[0, 1, 3, 2, 5, 4, 0]]",138,0.0015418529510498047
5,1,0.25,50,ortools,4,"[[0, 1, 4, 2, 3, 5, 0]]",128,0.0038993358612060547
5,1,0.25,50,ortools,5,"[[0, 3, 2, 5, 4, 1, 0]]",70,0.0028047561645507812
5,10,1.0,10,milp,1,[],-1,0.005047798156738281
5,10,1.0,10,milp,2,[],-1,0.0046122074127197266
5,10,1.0,10,milp,3,[],-1,0.004517793655395508
5,10,1.0,10,milp,4,[],-1,0.004687786102294922
5,10,1.0,10,milp,5,[],-1,0.004629611968994141
5,10,1.0,10,ortools,1,"[[0, 0], [0, 4, 2, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 5, 0], [0, 1, 3, 0]]",259,0.03333687782287598
5,10,1.0,10,ortools,2,"[[0, 2, 1, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 4, 5, 3, 0]]",132,0.023235559463500977
5,10,1.0,10,ortools,3,"[[0, 1, 4, 3, 5, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 2, 0]]",255,0.0435025691986084
5,10,1.0,10,ortools,4,"[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 4, 2, 0], [0, 1, 5, 3, 0]]",155,0.0295562744140625
5,10,1.0,10,ortools,5,"[[0, 5, 4, 1, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 2, 3, 0], [0, 0]]",152,0.02953171730041504
5,10,1.0,30,milp,1,[],-1,0.005134105682373047
5,10,1.0,30,milp,2,[],-1,0.004647016525268555
5,10,1.0,30,milp,3,[],-1,0.004558563232421875
5,10,1.0,30,milp,4,[],-1,0.0046727657318115234
5,10,1.0,30,milp,5,[],-1,0.004535675048828125
5,10,1.0,30,ortools,1,"[[0, 0], [0, 0], [0, 1, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 5, 3, 2, 4, 0], [0, 0]]",112,0.05070233345031738
5,10,1.0,30,ortools,2,"[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 5, 4, 0], [0, 3, 1, 2, 0]]",184,0.02832627296447754
5,10,1.0,30,ortools,3,"[[0, 3, 4, 0], [0, 0], [0, 2, 5, 0], [0, 1, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",230,0.04718017578125
5,10,1.0,30,ortools,4,"[[0, 0], [0, 1, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 2, 4, 0], [0, 5, 3, 0]]",174,0.03967452049255371
5,10,1.0,30,ortools,5,"[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 4, 5, 2, 0], [0, 1, 3, 0], [0, 0]]",96,0.031995534896850586
5,10,1.0,50,milp,1,[],-1,0.005069732666015625
5,10,1.0,50,milp,2,[],-1,0.004037380218505859
5,10,1.0,50,milp,3,[],-1,0.0046024322509765625
5,10,1.0,50,milp,4,[],-1,0.00455474853515625
5,10,1.0,50,milp,5,[],-1,0.004491090774536133
5,10,1.0,50,ortools,1,"[[0, 3, 1, 2, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 5, 4, 0], [0, 0]]",305,0.03361177444458008
5,10,1.0,50,ortools,2,"[[0, 0], [0, 0], [0, 1, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 4, 2, 0], [0, 3, 0]]",142,0.02057623863220215
5,10,1.0,50,ortools,3,"[[0, 3, 2, 1, 0], [0, 4, 5, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",266,0.03381919860839844
5,10,1.0,50,ortools,4,"[[0, 2, 0], [0, 3, 1, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 4, 5, 0], [0, 0]]",441,0.035849571228027344
5,10,1.0,50,ortools,5,"[[0, 0], [0, 1, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 3, 2, 4, 5, 0]]",215,0.0272371768951416
5,10,0.75,10,milp,1,[],-1,0.005033731460571289
5,10,0.75,10,milp,2,[],-1,0.004571437835693359
5,10,0.75,10,milp,3,[],-1,0.004460334777832031
5,10,0.75,10,milp,4,[],-1,0.004046916961669922
5,10,0.75,10,milp,5,[],-1,0.004500865936279297
5,10,0.75,10,ortools,1,"[[0, 0], [0, 1, 4, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 2, 3, 5, 0]]",159,0.03949093818664551
5,10,0.75,10,ortools,2,"[[0, 5, 2, 1, 0], [0, 3, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 4, 0]]",254,0.03390932083129883
5,10,0.75,10,ortools,3,"[[0, 1, 5, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 2, 3, 4, 0]]",273,0.02933526039123535
5,10,0.75,10,ortools,4,"[[0, 1, 2, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 3, 4, 0]]",287,0.019674062728881836
5,10,0.75,10,ortools,5,"[[0, 0], [0, 1, 3, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 4, 5, 2, 0]]",202,0.04185152053833008
5,10,0.75,30,milp,1,[],-1,0.0050046443939208984
5,10,0.75,30,milp,2,[],-1,0.004542827606201172
5,10,0.75,30,milp,3,[],-1,0.004601716995239258
5,10,0.75,30,milp,4,[],-1,0.004540443420410156
5,10,0.75,30,milp,5,[],-1,0.004515647888183594
5,10,0.75,30,ortools,1,"[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 5, 1, 3, 2, 0], [0, 4, 0]]",186,0.03744626045227051
5,10,0.75,30,ortools,2,"[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 5, 2, 4, 3, 0], [0, 1, 0]]",166,0.03492403030395508
5,10,0.75,30,ortools,3,"[[0, 3, 2, 1, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 4, 5, 0]]",307,0.024802446365356445
5,10,0.75,30,ortools,4,"[[0, 3, 2, 5, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 1, 4, 0]]",226,0.031922340393066406
5,10,0.75,30,ortools,5,"[[0, 0], [0, 4, 1, 0], [0, 3, 5, 2, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",68,0.03582930564880371
5,10,0.75,50,milp,1,[],-1,0.005123615264892578
5,10,0.75,50,milp,2,[],-1,0.00454258918762207
5,10,0.75,50,milp,3,[],-1,0.004520416259765625
5,10,0.75,50,milp,4,[],-1,0.004483461380004883
5,10,0.75,50,milp,5,[],-1,0.004484415054321289
5,10,0.75,50,ortools,1,"[[0, 0], [0, 0], [0, 2, 1, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 3, 4, 5, 0]]",201,0.031194448471069336
5,10,0.75,50,ortools,2,"[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 2, 5, 4, 0], [0, 3, 1, 0]]",110,0.014845132827758789
5,10,0.75,50,ortools,3,"[[0, 0], [0, 0], [0, 1, 2, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 3, 5, 4, 0]]",164,0.03246736526489258
5,10,0.75,50,ortools,4,"[[0, 0], [0, 0], [0, 2, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 4, 1, 5, 3, 0]]",256,0.026021480560302734
5,10,0.75,50,ortools,5,"[[0, 1, 3, 5, 4, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 2, 0]]",98,0.021671295166015625
5,10,0.5,10,milp,1,[],-1,0.004900217056274414
5,10,0.5,10,milp,2,[],-1,0.004474163055419922
5,10,0.5,10,milp,3,[],-1,0.004412651062011719
5,10,0.5,10,milp,4,[],-1,0.004401683807373047
5,10,0.5,10,milp,5,[],-1,0.004422187805175781
5,10,0.5,10,ortools,1,"[[0, 2, 1, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 4, 5, 3, 0]]",304,0.0400998592376709
5,10,0.5,10,ortools,2,"[[0, 4, 5, 0], [0, 2, 3, 1, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",170,0.03759884834289551
5,10,0.5,10,ortools,3,"[[0, 0], [0, 5, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 1, 3, 4, 2, 0]]",169,0.035516977310180664
5,10,0.5,10,ortools,4,"[[0, 0], [0, 2, 4, 3, 5, 0], [0, 1, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",172,0.055785179138183594
5,10,0.5,10,ortools,5,"[[0, 1, 2, 0], [0, 5, 3, 4, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",242,0.02789759635925293
5,10,0.5,30,milp,1,[],-1,0.004954814910888672
5,10,0.5,30,milp,2,[],-1,0.004511833190917969
5,10,0.5,30,milp,3,[],-1,0.004388570785522461
5,10,0.5,30,milp,4,[],-1,0.004410743713378906
5,10,0.5,30,milp,5,[],-1,0.004547119140625
5,10,0.5,30,ortools,1,"[[0, 0], [0, 2, 5, 0], [0, 4, 3, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 1, 0]]",199,0.05119609832763672
5,10,0.5,30,ortools,2,"[[0, 0], [0, 0], [0, 4, 2, 1, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 3, 5, 0]]",88,0.01230478286743164
5,10,0.5,30,ortools,3,"[[0, 5, 3, 2, 0], [0, 1, 4, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",300,0.03360557556152344
5,10,0.5,30,ortools,4,"[[0, 0], [0, 5, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 4, 0], [0, 2, 3, 1, 0]]",128,0.005753040313720703
5,10,0.5,30,ortools,5,"[[0, 0], [0, 3, 4, 5, 2, 1, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",71,0.02512669563293457
5,10,0.5,50,milp,1,[],-1,0.004992008209228516
5,10,0.5,50,milp,2,[],-1,0.004408597946166992
5,10,0.5,50,milp,3,[],-1,0.0044667720794677734
5,10,0.5,50,milp,4,[],-1,0.004415988922119141
5,10,0.5,50,milp,5,[],-1,0.0044667720794677734
5,10,0.5,50,ortools,1,"[[0, 1, 4, 5, 3, 2, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",150,0.014942169189453125
5,10,0.5,50,ortools,2,"[[0, 3, 4, 2, 1, 0], [0, 5, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",112,0.01266622543334961
5,10,0.5,50,ortools,3,"[[0, 0], [0, 0], [0, 1, 5, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 3, 4, 2, 0]]",204,0.018810749053955078
5,10,0.5,50,ortools,4,"[[0, 0], [0, 1, 3, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 5, 4, 2, 0]]",170,0.029447555541992188
5,10,0.5,50,ortools,5,"[[0, 1, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 5, 2, 3, 0], [0, 4, 0]]",264,0.048554182052612305
5,10,0.25,10,milp,1,[],-1,0.0048046112060546875
5,10,0.25,10,milp,2,[],-1,0.004353761672973633
5,10,0.25,10,milp,3,[],-1,0.0043675899505615234
5,10,0.25,10,milp,4,[],-1,0.004282236099243164
5,10,0.25,10,milp,5,[],-1,0.004337310791015625
5,10,0.25,10,ortools,1,"[[0, 0], [0, 2, 1, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 3, 4, 5, 0]]",120,0.05903053283691406
5,10,0.25,10,ortools,2,"[[0, 2, 3, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 5, 4, 1, 0]]",256,0.027726411819458008
5,10,0.25,10,ortools,3,"[[0, 4, 5, 3, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 2, 1, 0]]",287,0.058760643005371094
5,10,0.25,10,ortools,4,"[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 2, 4, 3, 1, 5, 0]]",66,0.01851177215576172
5,10,0.25,10,ortools,5,"[[0, 0], [0, 2, 3, 1, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 5, 4, 0]]",198,0.02672886848449707
5,10,0.25,30,milp,1,[],-1,0.004881143569946289
5,10,0.25,30,milp,2,[],-1,0.004395008087158203
5,10,0.25,30,milp,3,[],-1,0.004385709762573242
5,10,0.25,30,milp,4,[],-1,0.0043447017669677734
5,10,0.25,30,milp,5,[],-1,0.004389762878417969
5,10,0.25,30,ortools,1,"[[0, 2, 1, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 5, 0], [0, 3, 4, 0]]",486,0.006456136703491211
5,10,0.25,30,ortools,2,"[[0, 4, 3, 1, 0], [0, 5, 2, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",95,0.0246579647064209
5,10,0.25,30,ortools,3,"[[0, 4, 2, 3, 5, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 1, 0]]",130,0.042661428451538086
5,10,0.25,30,ortools,4,"[[0, 5, 1, 0], [0, 3, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 4, 2, 0]]",126,0.009448051452636719
5,10,0.25,30,ortools,5,"[[0, 0], [0, 3, 5, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 4, 1, 2, 0]]",128,0.04329419136047363
5,10,0.25,50,milp,1,[],-1,0.0047991275787353516
5,10,0.25,50,milp,2,[],-1,0.0039010047912597656
